Time,Source IP,Destination IP,Protocol,Source Port,Destination Port,Length
2025-07-27 00:01:32,20.50.88.238,192.168.1.68,TCP,443,62962,153
2025-07-27 00:01:32,192.168.1.68,20.50.88.238,TCP,62962,443,487
2025-07-27 00:01:32,20.50.88.238,192.168.1.68,TCP,443,62962,1466
2025-07-27 00:01:32,20.50.88.238,192.168.1.68,TCP,443,62962,1466
2025-07-27 00:01:32,20.50.88.238,192.168.1.68,TCP,443,62962,1466
2025-07-27 00:01:32,20.50.88.238,192.168.1.68,TCP,443,62962,227
2025-07-27 00:01:32,192.168.1.68,20.50.88.238,TCP,62962,443,54
2025-07-27 00:01:32,192.168.1.68,20.50.88.238,TCP,62962,443,695
2025-07-27 00:01:33,20.50.88.238,192.168.1.68,TCP,443,62962,157
2025-07-27 00:01:33,20.50.88.238,192.168.1.68,TCP,443,62962,479
2025-07-27 00:01:33,20.50.88.238,192.168.1.68,TCP,443,62962,81
2025-07-27 00:01:33,192.168.1.68,20.50.88.238,TCP,62962,443,54
2025-07-27 00:01:33,192.168.1.68,20.50.88.238,TCP,62962,443,78
2025-07-27 00:01:33,192.168.1.68,20.50.88.238,TCP,62962,443,54
2025-07-27 00:01:33,20.50.88.238,192.168.1.68,TCP,443,62962,54
2025-07-27 00:01:33,20.50.88.238,192.168.1.68,TCP,443,62962,54
2025-07-27 00:01:35,192.168.1.68,35.186.224.24,TCP,62792,443,55
2025-07-27 00:01:35,35.186.224.24,192.168.1.68,TCP,443,62792,66
2025-07-27 00:01:35,192.168.1.68,142.250.203.234,UDP,50241,443,71
2025-07-27 00:01:35,142.250.203.234,192.168.1.68,UDP,443,50241,67
2025-07-27 00:01:36,192.168.1.68,35.186.224.45,TCP,61955,443,97
2025-07-27 00:01:36,35.186.224.45,192.168.1.68,TCP,443,61955,54
2025-07-27 00:01:36,192.168.1.68,172.64.155.209,TCP,62862,443,5675
2025-07-27 00:01:36,192.168.1.68,172.64.155.209,TCP,62862,443,93
2025-07-27 00:01:36,192.168.1.68,172.64.155.209,TCP,62862,443,1488
2025-07-27 00:01:36,192.168.1.68,172.64.155.209,TCP,62862,443,1454
2025-07-27 00:01:36,35.186.224.45,192.168.1.68,TCP,443,61955,94
2025-07-27 00:01:36,162.159.134.234,192.168.1.68,TCP,443,61946,105
2025-07-27 00:01:36,172.64.155.209,192.168.1.68,TCP,443,62862,54
2025-07-27 00:01:36,172.64.155.209,192.168.1.68,TCP,443,62862,54
2025-07-27 00:01:36,172.64.155.209,192.168.1.68,TCP,443,62862,54
2025-07-27 00:01:36,172.64.155.209,192.168.1.68,TCP,443,62862,54
2025-07-27 00:01:36,172.64.155.209,192.168.1.68,TCP,443,62862,54
2025-07-27 00:01:36,172.64.155.209,192.168.1.68,TCP,443,62862,66
2025-07-27 00:01:36,172.64.155.209,192.168.1.68,TCP,443,62862,93
2025-07-27 00:01:36,192.168.1.68,35.186.224.45,TCP,61955,443,54
2025-07-27 00:01:36,192.168.1.68,162.159.134.234,TCP,61946,443,54
2025-07-27 00:01:36,192.168.1.68,172.64.155.209,TCP,62862,443,54
2025-07-27 00:01:36,172.64.155.209,192.168.1.68,TCP,443,62862,344
2025-07-27 00:01:36,172.64.155.209,192.168.1.68,TCP,443,62862,101
2025-07-27 00:01:36,172.64.155.209,192.168.1.68,TCP,443,62862,85
2025-07-27 00:01:36,192.168.1.68,172.64.155.209,TCP,62862,443,54
2025-07-27 00:01:36,192.168.1.68,172.64.155.209,TCP,62862,443,89
2025-07-27 00:01:36,172.64.155.209,192.168.1.68,TCP,443,62862,54
2025-07-27 00:01:37,142.250.203.234,192.168.1.68,UDP,443,50241,121
2025-07-27 00:01:37,192.168.1.68,142.250.203.234,UDP,50241,443,75
2025-07-27 00:01:37,192.168.1.68,142.250.203.234,UDP,50241,443,71
2025-07-27 00:01:37,142.250.203.234,192.168.1.68,UDP,443,50241,67
2025-07-27 00:01:38,192.168.1.68,142.250.203.234,UDP,50241,443,71
2025-07-27 00:01:38,142.250.203.234,192.168.1.68,UDP,443,50241,67
2025-07-27 00:01:38,192.168.1.68,142.250.203.234,UDP,50241,443,71
2025-07-27 00:01:38,142.250.203.234,192.168.1.68,UDP,443,50241,67
2025-07-27 00:01:38,192.168.1.68,142.250.203.234,UDP,50241,443,71
2025-07-27 00:01:38,142.250.203.234,192.168.1.68,UDP,443,50241,67
2025-07-27 00:01:38,192.168.1.68,142.250.203.234,UDP,50241,443,71
2025-07-27 00:01:38,142.250.203.234,192.168.1.68,UDP,443,50241,67
2025-07-27 00:01:39,192.168.1.68,142.250.203.234,UDP,50241,443,71
2025-07-27 00:01:39,142.250.203.234,192.168.1.68,UDP,443,50241,67
2025-07-27 00:01:39,192.168.1.68,142.250.203.234,UDP,50241,443,71
2025-07-27 00:01:39,142.250.203.234,192.168.1.68,UDP,443,50241,67
2025-07-27 00:01:39,192.168.1.68,132.196.74.209,TCP,62963,443,66
2025-07-27 00:01:39,132.196.74.209,192.168.1.68,TCP,443,62963,66
2025-07-27 00:01:39,192.168.1.68,132.196.74.209,TCP,62963,443,54
2025-07-27 00:01:39,192.168.1.68,132.196.74.209,TCP,62963,443,263
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,1466
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,1069
2025-07-27 00:01:40,192.168.1.68,132.196.74.209,TCP,62963,443,54
2025-07-27 00:01:40,192.168.1.68,132.196.74.209,TCP,62963,443,212
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,105
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,123
2025-07-27 00:01:40,192.168.1.68,132.196.74.209,TCP,62963,443,54
2025-07-27 00:01:40,192.168.1.68,132.196.74.209,TCP,62963,443,141
2025-07-27 00:01:40,192.168.1.68,132.196.74.209,TCP,62963,443,335
2025-07-27 00:01:40,192.168.1.68,132.196.74.209,TCP,62963,443,12762
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,54
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,92
2025-07-27 00:01:40,192.168.1.68,132.196.74.209,TCP,62963,443,1466
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,54
2025-07-27 00:01:40,192.168.1.68,132.196.74.209,TCP,62963,443,11038
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,54
2025-07-27 00:01:40,192.168.1.68,142.250.203.234,UDP,50241,443,71
2025-07-27 00:01:40,142.250.203.234,192.168.1.68,UDP,443,50241,67
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,54
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,1466
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,1466
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,1466
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,1466
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,1466
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,1466
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,1466
2025-07-27 00:01:40,192.168.1.68,132.196.74.209,TCP,62963,443,54
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,1466
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,1466
2025-07-27 00:01:40,192.168.1.68,132.196.74.209,TCP,62963,443,54
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,1466
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,1466
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,1060
2025-07-27 00:01:40,192.168.1.68,132.196.74.209,TCP,62963,443,54
2025-07-27 00:01:40,192.168.1.68,35.186.224.24,TCP,62821,443,55
2025-07-27 00:01:40,35.186.224.24,192.168.1.68,TCP,443,62821,66
2025-07-27 00:01:40,192.168.1.68,35.186.224.24,TCP,62941,443,55
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,1466
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,1466
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,649
2025-07-27 00:01:40,192.168.1.68,132.196.74.209,TCP,62963,443,54
2025-07-27 00:01:40,192.168.1.68,132.196.74.209,TCP,62963,443,196
2025-07-27 00:01:40,192.168.1.68,132.196.74.209,TCP,62963,443,2672
2025-07-27 00:01:40,35.186.224.24,192.168.1.68,TCP,443,62941,66
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,54
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,1466
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,1466
2025-07-27 00:01:40,132.196.74.209,192.168.1.68,TCP,443,62963,1011
2025-07-27 00:01:40,192.168.1.68,132.196.74.209,TCP,62963,443,54
2025-07-27 00:01:40,192.168.1.68,92.122.225.235,TCP,62964,80,66
2025-07-27 00:01:40,92.122.225.235,192.168.1.68,TCP,80,62964,66
2025-07-27 00:01:40,192.168.1.68,92.122.225.235,TCP,62964,80,54
2025-07-27 00:01:40,192.168.1.68,92.122.225.235,TCP,62964,80,304
2025-07-27 00:01:40,92.122.225.235,192.168.1.68,TCP,80,62964,54
2025-07-27 00:01:40,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:40,192.168.1.68,92.122.225.235,TCP,62964,80,66
2025-07-27 00:01:40,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:40,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:40,192.168.1.68,92.122.225.235,TCP,62964,80,66
2025-07-27 00:01:40,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:40,192.168.1.68,92.122.225.235,TCP,62964,80,66
2025-07-27 00:01:40,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:40,92.122.225.235,192.168.1.68,TCP,80,62964,526
2025-07-27 00:01:40,192.168.1.68,92.122.225.235,TCP,62964,80,54
2025-07-27 00:01:40,192.168.1.68,92.122.225.235,TCP,62964,80,304
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,518
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,66
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,74
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,74
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,74
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,66
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,54
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,304
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,54
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,522
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,66
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,54
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,66
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,54
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,304
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,54
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,66
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,54
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,528
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,66
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,54
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,304
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,66
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,66
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,522
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,54
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,66
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,54
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,304
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,66
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,54
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,66
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,526
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,54
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,54
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,304
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,54
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,54
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,522
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,54
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,304
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,524
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,66
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,66
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,66
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,66
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,54
2025-07-27 00:01:41,192.168.1.68,92.122.225.235,TCP,62964,80,304
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
2025-07-27 00:01:41,92.122.225.235,192.168.1.68,TCP,80,62964,1466
